CANDIDATE,MEAN,STDEV,90% UPPER BOUND,90% LOWER BOUND,No. of Std. Dev.,,,,,,,,,,,
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000225,0.0069,,320,11/1/20 17:17,40000,2880,88320,294912000,9043968000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000625,0.013475,,319,11/1/20 17:17,40000,7975,171941,811543975,17496888101
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00115,0.0054,,318,11/1/20 17:17,40000,14628,68688,1479241872,6946005312
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00065,0.0022,,317,11/1/20 17:17,40000,8242,27896,828230338,2803241144
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00105,0.002925,,316,11/1/20 17:17,40000,13272,36972,1325288832,3691876032
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00055,0.003975,,315,11/1/20 17:17,40000,6930,50085,687629250,4969684125
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000675,0.003425,,314,11/1/20 17:17,40000,8478,43018,835896888,4241402728
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0004,0.006325,,313,11/1/20 17:17,40000,5008,79189,490628752,7758067141
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002825,0.004325,,312,11/1/20 17:17,40000,35256,53976,3431960064,5254239744
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001175,0.00355,,311,11/1/20 17:17,40000,14617,44162,1413770857,4271392802
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00105,0.0043,,310,11/1/20 17:17,40000,13020,53320,1251222000,5124052000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0005,0.0062,,309,11/1/20 17:17,40000,6180,76632,590072580,7316899992
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000925,0.006825,,308,11/1/20 17:17,40000,11396,84084,1081070144,7976544576
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0008,0.003875,,307,11/1/20 17:17,40000,9824,47585,925902176,4484838665
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001675,0.00575,,306,11/1/20 17:17,40000,20502,70380,1919725272,6590101680
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001025,0.005275,,305,11/1/20 17:17,40000,12505,64355,1163277625,5986623875
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000725,0.003375,,304,11/1/20 17:17,40000,8816,41040,814739456,3792752640
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0006,0.002225,,303,11/1/20 17:17,40000,7272,26967,667635048,2475813303
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002425,0.00215,,302,11/1/20 17:17,40000,29294,25972,2671729976,2368750288
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00145,0.002125,,301,11/1/20 17:17,40000,17458,25585,1581712258,2318026585
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001475,0.002075,,300,11/1/20 17:17,40000,17700,24900,1593000000,2241000000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000625,0.002625,,299,11/1/20 17:17,40000,7475,31395,668272475,2806744395
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00055,0.00535,,298,11/1/20 17:17,40000,6556,63772,582199024,5663208688
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000625,0.0041,,297,11/1/20 17:17,40000,7425,48708,654951825,4296483972
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0033,0.0022,,296,11/1/20 17:17,40000,39072,26048,3423332352,2282221568
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0017,0.00635,,295,11/1/20 17:17,40000,20060,74930,1745721500,6520783250
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00095,0.0084,,294,11/1/20 17:17,40000,11172,98784,965662992,8538493824
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0006,0.004725,,293,11/1/20 17:17,40000,7032,55377,603690168,4754060073
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0016,0.002275,,292,11/1/20 17:17,40000,18688,26572,1593413632,2265635008
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0014,0.00715,,291,11/1/20 17:17,40000,16296,83226,1379961576,7047660906
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0031,0.01325,,290,11/1/20 17:17,40000,35960,153700,3024236000,12926170000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001525,0.0064,,289,11/1/20 17:17,40000,17629,73984,1472391709,6179217664
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000925,0.003275,,288,11/1/20 17:17,40000,10656,37728,883851264,3129311232
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000675,0.00195,,287,11/1/20 17:17,40000,7749,22386,638277381,1843912434
2020,President,polls-plus,11/1/20,Trump,Biden,,0.007175,0.00225,,286,11/1/20 17:17,40000,82082,25740,6713979272,2105429040
2020,President,polls-plus,11/1/20,Trump,Biden,,0.005275,0.0022,,285,11/1/20 17:17,40000,60135,25080,4884465375,2037123000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00255,0.002525,,284,11/1/20 17:17,40000,28968,28684,2336443008,2313536704
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001275,0.002,,283,11/1/20 17:17,40000,14433,22640,1155924537,1813214960
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00135,0.002475,,282,11/1/20 17:17,40000,15228,27918,1210991472,2220151032
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001475,0.001175,,281,11/1/20 17:17,40000,16579,13207,1309094419,1042837927
2020,President,polls-plus,11/1/20,Trump,Biden,,0.006,0.0066,,280,11/1/20 17:17,40000,67200,73920,5268480000,5795328000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.005375,0.01545,,279,11/1/20 17:17,40000,59985,172422,4669292385,13421500902
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0013,0.006975,,278,11/1/20 17:17,40000,14456,77562,1117217504,5994301608
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0005,0.001525,,277,11/1/20 17:17,40000,5540,16897,425078660,1296489913
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0016,0.00125,,276,11/1/20 17:17,40000,17664,13800,1345572864,1051228800
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003425,0.00105,,275,11/1/20 17:17,40000,37675,11550,2849171875,873468750
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0019,0.003825,,274,11/1/20 17:17,40000,20824,41922,1563382624,3147336072
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00125,0.00855,,273,11/1/20 17:17,40000,13650,93366,1017320850,6958474614
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0014,0.0043,,272,11/1/20 17:17,40000,15232,46784,1126924288,3461267456
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00175,0.001175,,271,11/1/20 17:17,40000,18970,12737,1393175770,935418017
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003,0.003975,,270,11/1/20 17:17,40000,32400,42930,2361960000,3129597000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0047,0.0047,,269,11/1/20 17:17,40000,50572,50572,3659440492,3659440492
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003975,0.003,,268,11/1/20 17:17,40000,42612,32160,3060564288,2309859840
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001175,0.00175,,267,11/1/20 17:17,40000,12549,18690,894605661,1332391410
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0043,0.0014,,266,11/1/20 17:17,40000,45752,14896,3237228512,1053981376
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00855,0.00125,,265,11/1/20 17:17,40000,90630,13250,6364491750,930481250
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003825,0.0019,,264,11/1/20 17:17,40000,40392,20064,2815160832,1398380544
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00105,0.003425,,263,11/1/20 17:17,40000,11046,36031,764040774,2492228239
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00125,0.0016,,262,11/1/20 17:17,40000,13100,16768,899236400,1151022592
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001525,0.0005,,261,11/1/20 17:17,40000,15921,5220,1084554441,355591620
2020,President,polls-plus,11/1/20,Trump,Biden,,0.006975,0.0013,,260,11/1/20 17:17,40000,72540,13520,4903704000,913952000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.01545,0.005375,,259,11/1/20 17:17,40000,160062,55685,10737119022,3735405485
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0066,0.006,,258,11/1/20 17:17,40000,68112,61920,4533807168,4121642880
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001175,0.001475,,257,11/1/20 17:17,40000,12079,15163,797805871,1001500987
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002475,0.00135,,256,11/1/20 17:17,40000,25344,13824,1660944384,905969664
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002,0.001275,,255,11/1/20 17:17,40000,20400,13005,1326510000,845650125
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002525,0.00255,,254,11/1/20 17:17,40000,25654,25908,1655093464,1671480528
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0022,0.005275,,253,11/1/20 17:17,40000,22264,53383,1425096376,3416992447
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00225,0.007175,,252,11/1/20 17:17,40000,22680,72324,1440270720,4592863296
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00195,0.000675,,251,11/1/20 17:17,40000,19578,6777,1233433578,426957777
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003275,0.000925,,250,11/1/20 17:17,40000,32750,9250,2046875000,578125000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0064,0.001525,,249,11/1/20 17:17,40000,63744,15189,3952191744,941733189
2020,President,polls-plus,11/1/20,Trump,Biden,,0.01325,0.0031,,248,11/1/20 17:17,40000,131440,30752,8084085760,1891371008
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00715,0.0014,,247,11/1/20 17:17,40000,70642,13832,4309797778,843876488
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002275,0.0016,,246,11/1/20 17:17,40000,22386,15744,1354711176,952763904
2020,President,polls-plus,11/1/20,Trump,Biden,,0.004725,0.0006,,245,11/1/20 17:17,40000,46305,5880,2779457625,352947000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0084,0.00095,,244,11/1/20 17:17,40000,81984,9272,4880999424,552017792
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00635,0.0017,,243,11/1/20 17:17,40000,61722,16524,3644622378,975725676
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0022,0.0033,,242,11/1/20 17:17,40000,21296,31944,1247178944,1870768416
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0041,0.000625,,241,11/1/20 17:17,40000,39524,6025,2295593444,349938025
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00535,0.00055,,240,11/1/20 17:17,40000,51360,5280,2958336000,304128000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002625,0.000625,,239,11/1/20 17:17,40000,25095,5975,1433451495,341297975
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002075,0.001475,,238,11/1/20 17:17,40000,19754,14042,1118945576,795395048
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002125,0.00145,,237,11/1/20 17:17,40000,20145,13746,1131524505,772099074
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00215,0.002425,,236,11/1/20 17:17,40000,20296,22892,1130406016,1274992832
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002225,0.0006,,235,11/1/20 17:17,40000,20915,5640,1155030875,311469000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003375,0.000725,,234,11/1/20 17:17,40000,31590,6786,1729742040,371574216
2020,President,polls-plus,11/1/20,Trump,Biden,,0.005275,0.001025,,233,11/1/20 17:17,40000,49163,9553,2669010107,518622817
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00575,0.001675,,232,11/1/20 17:17,40000,53360,15544,2872048640,836640256
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003875,0.0008,,231,11/1/20 17:17,40000,35805,7392,1910590605,394444512
2020,President,polls-plus,11/1/20,Trump,Biden,,0.006825,0.000925,,230,11/1/20 17:17,40000,62790,8510,3321591000,450179000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0062,0.0005,,229,11/1/20 17:17,40000,56792,4580,2978229272,240179780
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0043,0.00105,,228,11/1/20 17:17,40000,39216,9576,2038604544,497798784
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00355,0.001175,,227,11/1/20 17:17,40000,32234,10669,1660985786,549762901
2020,President,polls-plus,11/1/20,Trump,Biden,,0.004325,0.002825,,226,11/1/20 17:17,40000,39098,25538,1996969448,1304378888
2020,President,polls-plus,11/1/20,Trump,Biden,,0.006325,0.0004,,225,11/1/20 17:17,40000,56925,3600,2881828125,182250000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003425,0.000675,,224,11/1/20 17:17,40000,30688,6048,1539801088,303464448
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003975,0.00055,,223,11/1/20 17:17,40000,35457,4906,1763241153,243970474
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002925,0.00105,,222,11/1/20 17:17,40000,25974,9324,1280102616,459524016
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0022,0.00065,,221,11/1/20 17:17,40000,19448,5746,949859768,280640386
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0054,0.00115,,220,11/1/20 17:17,40000,47520,10120,2299968000,489808000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.013475,0.000625,,219,11/1/20 17:17,40000,118041,5475,5661364401,262586475
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0069,0.000225,,218,11/1/20 17:17,40000,60168,1962,2859424032,93242088
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003875,0.000575,,217,11/1/20 17:17,40000,33635,4991,1583838515,235021199
2020,President,polls-plus,11/1/20,Trump,Biden,,0.004075,0.0018,,216,11/1/20 17:17,40000,35208,15552,1642664448,725594112
2020,President,polls-plus,11/1/20,Trump,Biden,,0.005675,0.00055,,215,11/1/20 17:17,40000,48805,4730,2256011125,218644250
2020,President,polls-plus,11/1/20,Trump,Biden,,0.007525,0.00045,,214,11/1/20 17:17,40000,64414,3852,2949903544,176406192
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002975,0.000475,,213,11/1/20 17:17,40000,25347,4047,1149968043,183608343
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003,0.001675,,212,11/1/20 17:17,40000,25440,14204,1143375360,638384576
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00335,0.000475,,211,11/1/20 17:17,40000,28274,4009,1258786754,178484689
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0037,0.0019,,210,11/1/20 17:17,40000,31080,15960,1370628000,703836000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00485,0.00065,,209,11/1/20 17:17,40000,40546,5434,1771089826,237362554
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00395,0.0003,,208,11/1/20 17:17,40000,32864,2496,1421828096,107986944
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00195,0.0005,,207,11/1/20 17:17,40000,16146,4140,691839954,177394860
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002425,0.000225,,206,11/1/20 17:17,40000,19982,1854,847956152,78676344
2020,President,polls-plus,11/1/20,Trump,Biden,,0.005425,0.00075,,205,11/1/20 17:17,40000,44485,6150,1869482125,258453750
2020,President,polls-plus,11/1/20,Trump,Biden,,0.009725,0.000225,,204,11/1/20 17:17,40000,79356,1836,3302479296,76406976
2020,President,polls-plus,11/1/20,Trump,Biden,,0.012625,0.000675,,203,11/1/20 17:17,40000,102515,5481,4224540635,225866529
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00425,0.0003,,202,11/1/20 17:17,40000,34340,2424,1401209360,98908896
2020,President,polls-plus,11/1/20,Trump,Biden,,0.004425,0.000425,,201,11/1/20 17:17,40000,35577,3417,1437346377,138050217
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0062,0.000225,,200,11/1/20 17:17,40000,49600,1800,1984000000,72000000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.006725,0.000275,,199,11/1/20 17:17,40000,53531,2189,2119881131,86686589
2020,President,polls-plus,11/1/20,Trump,Biden,,0.006675,0.000225,,198,11/1/20 17:17,40000,52866,1782,2072558664,69861528
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0046,0.00035,,197,11/1/20 17:17,40000,36248,2758,1406748632,107035222
2020,President,polls-plus,11/1/20,Trump,Biden,,0.004325,0.0007,,196,11/1/20 17:17,40000,33908,5488,1302609728,210827008
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002975,0.000325,,195,11/1/20 17:17,40000,23205,2535,882370125,96393375
2020,President,polls-plus,11/1/20,Trump,Biden,,0.004975,0.000125,,194,11/1/20 17:17,40000,38606,970,1452975416,36506920
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0028,0.00025,,193,11/1/20 17:17,40000,21616,1930,805174384,71890570
2020,President,polls-plus,11/1/20,Trump,Biden,,0.004775,0.00025,,192,11/1/20 17:17,40000,36672,1920,1351876608,70778880
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003575,0.000075,,191,11/1/20 17:17,40000,27313,573,996405553,20903613
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003125,0.0002,,190,11/1/20 17:17,40000,23750,1520,857375000,54872000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00485,0.000225,,189,11/1/20 17:17,40000,36666,1701,1309746186,60761421
2020,President,polls-plus,11/1/20,Trump,Biden,,0.017525,0.00045,,188,11/1/20 17:17,40000,131788,3384,4657915072,119604096
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0109,0.0002,,187,11/1/20 17:17,40000,81532,1496,2851092508,52313624
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0049,0.000025,,186,11/1/20 17:17,40000,36456,186,1261231776,6434856
2020,President,polls-plus,11/1/20,Trump,Biden,,0.010175,0.00015,,185,11/1/20 17:17,40000,75295,1110,2576971375,37989750
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00305,0.000025,,184,11/1/20 17:17,40000,22448,184,759999488,6229504
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001425,0.0005,,183,11/1/20 17:17,40000,10431,3660,349323759,122569740
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00535,0.000175,,182,11/1/20 17:17,40000,38948,1274,1290113552,42199976
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00715,0.0001,,181,11/1/20 17:17,40000,51766,724,1695905926,23718964
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0066,0.0001,,180,11/1/20 17:17,40000,47520,720,1539648000,23328000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.008425,0.0001,,179,11/1/20 17:17,40000,60323,716,1932809243,22941356
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0037,0.000025,,178,11/1/20 17:17,40000,26344,178,834683296,5639752
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002025,0.000025,,177,11/1/20 17:17,40000,14337,177,449163873,5545233
2020,President,polls-plus,11/1/20,Trump,Biden,,0.004725,0.000175,,176,11/1/20 17:17,40000,33264,1232,1030385664,38162432
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003225,0.0002,,175,11/1/20 17:17,40000,22575,1400,691359375,42875000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00455,0,,174,11/1/20 17:17,40000,31668,0,958780368,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00285,0.00005,,173,11/1/20 17:17,40000,19722,346,590259738,10355434
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002,0.00005,,172,11/1/20 17:17,40000,13760,344,407075840,10176896
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0027,0.000025,,171,11/1/20 17:17,40000,18468,171,540022788,5000211
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0118,0.000075,,170,11/1/20 17:17,40000,80240,510,2318936000,14739000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.01855,0,,169,11/1/20 17:17,40000,125398,0,3581492278,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00155,0.000075,,168,11/1/20 17:17,40000,10416,504,293981184,14224896
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0023,0,,167,11/1/20 17:17,40000,15364,0,428486596,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.005325,0,,166,11/1/20 17:17,40000,35358,0,974325048,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00395,0.000075,,165,11/1/20 17:17,40000,26070,495,709755750,13476375
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00605,0.00005,,164,11/1/20 17:17,40000,39688,328,1067448448,8821888
2020,President,polls-plus,11/1/20,Trump,Biden,,0.024675,0.00015,,163,11/1/20 17:17,40000,160881,978,4274447289,25984482
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00255,0.000025,,162,11/1/20 17:17,40000,16524,162,433655856,4251528
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00315,0.0001,,161,11/1/20 17:17,40000,20286,644,525833406,16693124
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0104,0.000025,,160,11/1/20 17:17,40000,66560,160,1703936000,4096000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002425,0.000025,,159,11/1/20 17:17,40000,15423,159,389908863,4019679
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0018,0,,158,11/1/20 17:17,40000,11376,0,283990464,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.004375,0.000075,,157,11/1/20 17:17,40000,27475,471,677231275,11609679
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00265,0.0001,,156,11/1/20 17:17,40000,16536,624,402420096,15185664
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001575,0.000025,,155,11/1/20 17:17,40000,9765,155,234604125,3723875
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0028,0.000025,,154,11/1/20 17:17,40000,17248,154,409053568,3652264
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00175,0,,153,11/1/20 17:17,40000,10710,0,250710390,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0027,0.000025,,152,11/1/20 17:17,40000,16416,152,379275264,3511808
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003275,0.000025,,151,11/1/20 17:17,40000,19781,151,451026581,3442951
2020,President,polls-plus,11/1/20,Trump,Biden,,0.013125,0,,150,11/1/20 17:17,40000,78750,0,1771875000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0065,0,,149,11/1/20 17:17,40000,38740,0,860066740,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00225,0,,148,11/1/20 17:17,40000,13320,0,291761280,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0051,0.000025,,147,11/1/20 17:17,40000,29988,147,648010692,3176523
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0022,0,,146,11/1/20 17:17,40000,12848,0,273867968,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001025,0,,145,11/1/20 17:17,40000,5945,0,124993625,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00545,0,,144,11/1/20 17:17,40000,31392,0,650944512,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0044,0.000025,,143,11/1/20 17:17,40000,25168,143,514660432,2924207
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00245,0,,142,11/1/20 17:17,40000,13916,0,280602224,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0055,0.000025,,141,11/1/20 17:17,40000,31020,141,616708620,2803221
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00235,0,,140,11/1/20 17:17,40000,13160,0,257936000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0011,0,,139,11/1/20 17:17,40000,6116,0,118167236,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003225,0.000025,,138,11/1/20 17:17,40000,17802,138,339021288,2628072
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002,0,,137,11/1/20 17:17,40000,10960,0,205708240,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001925,0,,136,11/1/20 17:17,40000,10472,0,193690112,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002175,0,,135,11/1/20 17:17,40000,11745,0,214052625,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0017,0,,134,11/1/20 17:17,40000,9112,0,163615072,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001425,0.000025,,133,11/1/20 17:17,40000,7581,133,134100309,2352637
2020,President,polls-plus,11/1/20,Trump,Biden,,0.013825,0,,132,11/1/20 17:17,40000,72996,0,1271882304,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0201,0,,131,11/1/20 17:17,40000,105324,0,1807465164,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000975,0,,130,11/1/20 17:17,40000,5070,0,85683000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0021,0.000025,,129,11/1/20 17:17,40000,10836,129,180321876,2146689
2020,President,polls-plus,11/1/20,Trump,Biden,,0.004625,0,,128,11/1/20 17:17,40000,23680,0,387973120,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001425,0,,127,11/1/20 17:17,40000,7239,0,116757831,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.01265,0,,126,11/1/20 17:17,40000,63756,0,1012190256,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0465,0,,125,11/1/20 17:17,40000,232500,0,3632812500,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00185,0,,124,11/1/20 17:17,40000,9176,0,141090176,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0036,0,,123,11/1/20 17:17,40000,17712,0,267964848,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.02165,0,,122,11/1/20 17:17,40000,105652,0,1572524368,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001975,0.000025,,121,11/1/20 17:17,40000,9559,121,139953319,1771561
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002575,0,,120,11/1/20 17:17,40000,12360,0,177984000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.011925,0.000025,,119,11/1/20 17:17,40000,56763,119,803820843,1685159
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001825,0,,118,11/1/20 17:17,40000,8614,0,119941336,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0024,0,,117,11/1/20 17:17,40000,11232,0,153754848,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00635,0,,116,11/1/20 17:17,40000,29464,0,396467584,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00365,0,,115,11/1/20 17:17,40000,16790,0,222047750,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0021,0,,114,11/1/20 17:17,40000,9576,0,124449696,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.005175,0,,113,11/1/20 17:17,40000,23391,0,298679679,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00335,0,,112,11/1/20 17:17,40000,15008,0,188260352,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0028,0,,111,11/1/20 17:17,40000,12432,0,153174672,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003825,0.000025,,110,11/1/20 17:17,40000,16830,110,203643000,1331000
2020,President,polls-plus,11/1/20,Trump,Biden,,0.003175,0,,109,11/1/20 17:17,40000,13843,0,164468683,0
